,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
284,1535241600,277.22,273.46,278.22,1275199.06,350431503.6,274.81,multiply,BTC
285,1535328000,288.32,281.75,274.81,1220143.57,351281578.75,287.9,multiply,BTC
286,1535414400,297.06,289.19,287.91,1252607.16,371030937.14,296.21,multiply,BTC
287,1535500800,295.48,288.57,296.14,1143326.22,330652824.01,289.2,multiply,BTC
288,1535587200,288.7,280.02,289.19,1205956.66,343178582.16,284.57,multiply,BTC
289,1535673600,286.42,274.82,284.57,1103627.35,311291530.07,282.06,multiply,BTC
290,1535760000,300.24,277.84,282.06,956215.81,282823839.63,295.77,multiply,BTC
291,1535846400,301.91,293.07,295.77,968908.4,285941271.68,295.12,multiply,BTC
292,1535932800,294.44,287.31,295.12,1174411.83,339899082.77,289.42,multiply,BTC
293,1536019200,294.5,284.03,289.42,990904.5,283130619.79,285.73,multiply,BTC
294,1536105600,287.54,226.12,285.23,1098914.67,279599544.57,228.27,direct,
295,1536192000,232.78,211.18,228.27,1217780.0,273642406.8,229.52,direct,
296,1536278400,229.8,215.31,229.8,1469692.96,317001424.27,215.69,multiply,BTC
297,1536364800,213.16,192.45,215.74,1735406.03,342269080.57,197.23,multiply,BTC
298,1536451200,208.38,185.01,196.77,803730.43,158079940.67,195.99,direct,
299,1536537600,202.45,189.92,195.78,1541484.78,303974212.47,197.2,multiply,BTC
300,1536624000,199.12,175.96,197.13,932452.78,175106713.96,185.15,direct,
301,1536710400,185.15,167.6,185.15,1404998.1,245547248.93,183.03,direct,
302,1536796800,214.92,183.03,183.03,1647474.45,329648784.19,211.27,direct,
303,1536883200,223.98,202.8,211.27,1462772.43,312268002.01,208.87,direct,
304,1536969600,227.67,208.38,208.87,765091.75,168167381.91,221.63,direct,
305,1537056000,223.42,207.9,221.62,597045.19,129504097.06,220.12,direct,
306,1537142400,225.58,192.51,220.12,1595058.53,334881838.36,196.04,direct,
307,1537228800,214.68,194.0,196.04,1017058.63,208223203.44,208.39,direct,
308,1537315200,215.34,197.43,208.39,1008322.6,209614073.37,209.78,direct,
309,1537401600,228.89,206.97,209.78,835262.64,179337694.48,224.76,direct,
310,1537488000,252.21,221.25,224.76,1387343.36,324152515.33,247.69,direct,
311,1537574400,250.66,236.22,247.83,1700452.29,409452093.96,240.79,multiply,BTC
312,1537660800,246.59,237.68,240.79,1625340.76,397419376.76,244.51,multiply,BTC
313,1537747200,240.83,226.14,244.52,1644057.95,374933135.5,228.05,multiply,BTC
314,1537833600,227.92,202.9,227.92,1284207.48,274370639.08,219.2,direct,
315,1537920000,222.62,207.31,219.2,776791.2,167260754.49,214.21,direct,
316,1538006400,234.2,210.05,214.21,792856.01,175768934.72,229.09,direct,
317,1538092800,234.06,214.97,229.09,872920.21,196588546.04,221.56,direct,
318,1538179200,237.16,213.33,221.56,743631.15,169490766.55,231.32,direct,
319,1538265600,237.33,229.58,231.59,1262457.07,293929555.6,232.82,multiply,BTC
320,1538352000,233.0,227.66,232.89,930666.79,214943264.91,230.96,multiply,BTC
321,1538438400,228.91,224.93,230.96,1125858.59,253977370.59,225.59,multiply,BTC
322,1538524800,224.57,218.14,225.59,1245772.0,274098108.31,220.02,multiply,BTC
323,1538611200,225.42,221.02,220.03,1264062.51,280874068.18,222.2,multiply,BTC
324,1538697600,230.03,222.53,222.21,1281236.19,292340594.21,228.17,multiply,BTC
325,1538784000,227.29,223.99,228.17,1006198.6,226441423.93,225.05,multiply,BTC
326,1538870400,226.29,223.91,225.05,1071407.41,242163119.88,226.02,multiply,BTC
327,1538956800,230.49,226.24,226.03,1200418.82,275169500.71,229.23,multiply,BTC
328,1539043200,229.53,226.94,229.23,1188808.62,270655286.62,227.67,multiply,BTC
329,1539129600,226.52,224.41,227.67,1200791.37,270423278.34,225.2,multiply,BTC
330,1539216000,225.26,186.88,225.26,1389697.82,280686354.91,189.83,direct,
331,1539302400,198.15,191.59,190.32,1328302.74,259967593.22,195.71,multiply,BTC
332,1539388800,200.55,195.66,195.75,1080408.06,215324446.91,199.3,multiply,BTC
333,1539475200,200.13,193.92,199.3,1074393.91,209424639.04,194.92,multiply,BTC
334,1539561600,232.03,192.88,194.99,1644889.63,352120919.31,210.8,direct,
335,1539648000,210.59,207.7,209.89,1238103.59,259593356.15,209.67,multiply,BTC
336,1539734400,210.32,207.16,209.6,1231933.8,255940199.65,207.75,multiply,BTC
337,1539820800,205.82,201.09,207.81,1096643.56,221799891.23,202.25,multiply,BTC
338,1539907200,203.46,200.94,202.27,747920.05,151832262.46,203.01,multiply,BTC
339,1539993600,206.08,203.28,203.01,729710.89,149570216.48,204.97,multiply,BTC
340,1540080000,207.27,204.67,204.97,798148.74,163617144.5,205.0,multiply,BTC
341,1540166400,204.74,203.12,205.0,940433.89,191508315.64,203.64,multiply,BTC
342,1540252800,205.56,201.22,203.67,871510.03,177173032.3,203.29,multiply,BTC
343,1540339200,204.71,202.25,203.31,830502.15,168240717.09,202.58,multiply,BTC
344,1540425600,202.28,200.93,202.59,876314.95,176755399.67,201.7,multiply,BTC
345,1540512000,204.31,200.95,201.7,837268.23,169491166.29,202.43,multiply,BTC
